city_name,seismic_level,risk_percent
Las Vegas,1,85.74
Omaha,1,
Chula Vista,2,84.98
Miami,3,21.73
Lincoln,1,66.20
Seattle,3,75.54
Plano,5,43.27
Corpus Christi,1,54.20
Jersey City,3,
Louisville,5,51.83
Oakland,3,75.39
Arlington,5,71.79
Durham,4,61.43
San Diego,5,41.70
Riverside,2,39.66
San Francisco,2,89.46
Greensboro,1,
Indianapolis,5,31.95
Boston,1,65.43
Orlando,5,52.64
Chula Vista,3,98.55
St. Louis,1,28.00
Milwaukee,1,51.35
Philadelphia,4,85.86
San Antonio,3,78.75
Dallas,1,41.49
Milwaukee,1,40.82
Mesa,5,45.11
Indianapolis,3,60.58
Fort Worth,2,77.59
Toledo,4,87.87
Fresno,2,35.54
San Antonio,1,59.63
Milwaukee,5,24.41
Washington,3,59.10
Aurora,2,16.47
Aurora,1,45.18
Kansas City,4,59.67
Aurora,1,64.17
Las Vegas,5,16.29
Oklahoma City,1,
San Antonio,1,25.37
Jersey City,2,19.20
San Jose,3,83.73
Orlando,4,23.76
Minneapolis,3,59.17
Durham,3,77.85
Sacramento,5,72.66
Chula Vista,2,55.47
Colorado Springs,3,20.64
Anchorage,2,97.97
Fort Wayne,4,19.32
Los Angeles,5,64.05
Plano,3,32.58
Omaha,4,84.24
Louisville,5,72.43
Greensboro,5,80.08
Wichita,2,91.80
Laredo,1,60.90
Riverside,3,98.36
Atlanta,4,12.86
Corpus Christi,4,70.80
Durham,4,13.49
Colorado Springs,3,23.39
Henderson,2,58.52
Irvine,3,12.72
Tucson,3,
Long Beach,2,36.90
New Orleans,5,98.36
Henderson,1,
Atlanta,5,85.91
Omaha,4,29.90
Cleveland,4,60.37
Dallas,1,74.10
San Francisco,4,62.60
Albuquerque,4,94.73
Columbus,4,99.60
Laredo,1,
Plano,5,90.42
Plano,3,63.36
Dallas,4,53.87
El Paso,3,51.42
Minneapolis,1,34.90
El Paso,1,80.29
Saint Paul,1,62.19
New York,1,93.08
Lincoln,3,36.22
Cincinnati,2,88.77
Los Angeles,3,82.63
Memphis,5,12.28
Charlotte,3,34.35
Wichita,1,
Tucson,2,55.78
Louisville,4,45.08
Cleveland,2,91.26
San Francisco,3,84.08
New Orleans,2,68.30
Riverside,1,79.75
Phoenix,4,20.94
Sacramento,4,96.61
Henderson,2,60.87
Atlanta,5,21.86
St. Louis,1,79.10
Orlando,3,80.54
Sacramento,3,98.91
Miami,5,14.28
Washington,2,16.21
Los Angeles,5,49.90
Tampa,2,72.17
Tucson,1,22.74
Orlando,2,16.11
Boston,1,92.55
Oakland,4,52.61
Long Beach,3,69.86
Anchorage,1,86.73
Indianapolis,1,28.25
Fresno,4,63.03
Philadelphia,5,
Durham,3,51.47
Charlotte,1,25.22
Oakland,3,90.17
Santa Ana,3,90.12
Mesa,4,19.25
Newark,5,40.32
Virginia Beach,1,32.19
Boston,2,42.76
Fort Wayne,1,79.44
San Francisco,4,25.79
Cleveland,5,96.22
Durham,3,10.66
Anchorage,2,74.23
Philadelphia,4,56.75
Stockton,2,26.47
Oklahoma City,4,77.21
Lincoln,3,20.72
Philadelphia,2,31.77
Portland,1,30.80
Chula Vista,1,47.64
Albuquerque,5,44.45
San Diego,3,
Boston,5,32.68
Denver,3,49.37
Arlington,2,90.23
Tucson,1,92.96
Jersey City,1,20.78
Austin,3,82.30
Virginia Beach,5,16.58
Irvine,3,66.97
Henderson,3,34.44
Indianapolis,3,84.45
Oklahoma City,3,
Dallas,5,51.08
Milwaukee,1,17.91
Cleveland,5,67.59
Anchorage,3,56.00
San Antonio,1,41.47
Oklahoma City,4,59.08
Baltimore,1,11.07
Tulsa,3,37.75
Memphis,4,96.99
Albuquerque,1,93.08
Atlanta,3,57.58
Cincinnati,2,43.29
Memphis,2,19.43
San Jose,3,85.66
Austin,5,68.23
Wichita,3,83.98
Dallas,4,
Miami,1,30.55
Santa Ana,1,
St. Petersburg,5,74.97
Riverside,5,
Phoenix,3,13.65
Plano,5,47.79
Houston,5,26.23
Omaha,2,31.26
San Francisco,1,72.73
Fort Worth,4,75.12
Chula Vista,2,87.09
Wichita,3,54.10
Long Beach,1,81.50
Irvine,5,41.54
Austin,4,56.93
Washington,4,43.95
Sacramento,3,60.92
New York,4,67.98
Baltimore,2,60.01
Toledo,4,67.16
St. Petersburg,4,43.07
Washington,4,12.34
Plano,4,66.26
Detroit,3,83.07
San Jose,5,88.43
Greensboro,2,40.89
Austin,5,96.89
Durham,2,31.25
Santa Ana,4,58.75
Jersey City,3,79.84
Anchorage,4,77.37
Milwaukee,3,
Miami,2,68.84
Newark,5,11.30
Los Angeles,1,26.18
Dallas,3,13.98
Sacramento,4,
Milwaukee,3,53.94
Washington,4,69.54
Chula Vista,2,86.35
Philadelphia,5,51.35
Lincoln,2,30.76
Greensboro,5,80.68
Irvine,4,70.05
New Orleans,5,37.14
Los Angeles,1,20.90
Aurora,4,20.06
Boston,5,30.01
Anchorage,5,64.79
Riverside,1,76.90
Santa Ana,5,
Cleveland,3,47.44
Aurora,4,70.15
Jersey City,5,50.66
Pittsburgh,2,95.56
Denver,3,54.11
Denver,3,17.51
Fort Wayne,4,58.45
San Jose,2,42.16
Las Vegas,4,33.33
Bakersfield,5,96.57
Chula Vista,5,42.27
Corpus Christi,1,55.42
Seattle,5,28.43
Indianapolis,1,70.50
Denver,2,33.23
Wichita,2,10.94
Miami,5,16.26
Phoenix,1,47.16
Oklahoma City,2,83.80
Louisville,2,84.10
Austin,1,25.99
Sacramento,4,22.23
Irvine,1,68.11
Toledo,4,79.85
Louisville,1,36.27
Arlington,1,73.56
St. Petersburg,4,47.39
Charlotte,3,87.14
Honolulu,5,69.11
San Diego,1,19.99
San Francisco,3,35.44
Omaha,2,63.54
Detroit,5,51.57
Chicago,4,19.34
Aurora,3,
Greensboro,2,53.33
Indianapolis,5,43.53
Bakersfield,5,74.71
Tampa,4,66.56
Washington,3,22.89
Tucson,5,72.03
Fresno,4,52.91
Kansas City,2,38.20
Washington,5,83.12
Virginia Beach,5,44.79
Honolulu,2,15.21
Wichita,1,
Boston,5,45.43
Los Angeles,3,44.79
Kansas City,1,83.34
Durham,2,
San Antonio,1,85.83
St. Petersburg,2,90.05
Columbus,2,85.20
Lexington,1,64.89
San Diego,5,62.73
Fort Worth,4,97.39
New Orleans,1,19.13
Chicago,5,85.31
Washington,1,64.61
Fort Worth,5,59.52
Arlington,2,65.99
Washington,3,88.27
New Orleans,3,34.68
Louisville,1,50.55
San Francisco,1,
Cleveland,5,23.13
New York,5,98.14
Detroit,4,38.07
Long Beach,1,98.09
Wichita,5,78.25
Cleveland,3,51.78
Milwaukee,2,13.69
Phoenix,5,55.74
Denver,4,11.12
Nashville,4,78.44
Dallas,5,54.45
Cleveland,2,61.04
Virginia Beach,5,51.44
Oakland,3,73.02
Tulsa,1,47.58
Mesa,3,49.92
Minneapolis,1,45.13
San Antonio,3,27.66
Tulsa,1,63.39
Toledo,3,33.70
Bakersfield,4,
San Francisco,4,69.06
Lexington,5,69.50
Austin,5,57.70
Arlington,3,
Henderson,4,69.79
Denver,2,20.07
San Francisco,4,19.20
Memphis,2,88.08
New Orleans,1,75.97
Charlotte,1,
Fort Wayne,2,
Tucson,3,34.43
Louisville,5,85.14
Albuquerque,2,14.57
Miami,3,37.50
Stockton,2,83.38
Pittsburgh,2,51.27
New Orleans,3,42.98
Fresno,2,
Anchorage,4,26.13
Tucson,2,81.42
Virginia Beach,5,93.44
Virginia Beach,5,93.87
Milwaukee,2,
Henderson,2,61.62
Virginia Beach,2,63.26
Honolulu,5,72.30
Seattle,4,77.40
Pittsburgh,4,13.96
New Orleans,5,48.02
Seattle,2,62.10
Chicago,4,
Plano,2,25.44
Lexington,3,11.46
Plano,4,14.62
Fort Worth,1,10.95
Tucson,5,40.30
Laredo,1,
Jacksonville,5,79.75
Miami,3,
Milwaukee,3,47.60
Washington,2,76.02
Irvine,2,34.33
Sacramento,1,71.29
Denver,1,22.03
Durham,2,36.95
Nashville,2,63.87
Seattle,4,99.61
Greensboro,4,95.41
Durham,1,72.13
Mesa,3,21.03
Nashville,4,54.39
Riverside,1,
San Diego,2,20.77
Milwaukee,4,83.13
Orlando,1,35.42
Louisville,1,
Greensboro,3,54.23
Chula Vista,1,89.98
Jersey City,3,77.29
Miami,5,56.34
Omaha,4,98.22
Fresno,4,30.30
Tulsa,4,29.05
Riverside,2,24.65
Denver,3,87.26
San Jose,4,
Colorado Springs,1,85.88
El Paso,3,14.64
Milwaukee,4,81.12
Houston,3,54.07
Anaheim,4,61.02
San Antonio,5,71.32
Washington,3,63.77
Kansas City,2,14.61
Colorado Springs,2,79.71
Bakersfield,3,11.16
Tucson,3,69.51
Arlington,5,45.17
Tampa,1,24.09
Jacksonville,1,83.25
Oklahoma City,4,27.29
Charlotte,4,10.04
Atlanta,3,29.13
Newark,5,17.32
Colorado Springs,3,
Philadelphia,2,67.35
San Francisco,5,36.71
Raleigh,5,14.38
Newark,4,50.99
Irvine,1,16.40
Albuquerque,1,49.43
Orlando,3,64.19
El Paso,3,91.41
Milwaukee,1,40.13
Honolulu,2,66.96
Cleveland,1,48.40
Raleigh,5,23.06
Phoenix,3,62.48
Miami,1,94.47
Louisville,3,
Los Angeles,2,16.51
Jersey City,3,91.59
Henderson,3,23.91
Long Beach,1,40.67
Sacramento,1,57.15
Atlanta,1,92.65
Santa Ana,2,
Raleigh,2,73.07
Arlington,2,59.70
Orlando,5,53.24
San Diego,3,44.74
Albuquerque,1,25.46
Milwaukee,1,30.33
Bakersfield,3,50.78
Miami,2,62.22
San Jose,4,60.44
Irvine,2,63.38
Seattle,2,82.75
Lincoln,1,12.42
New York,1,20.55
San Francisco,2,23.56
Washington,5,29.08
Nashville,3,
Albuquerque,3,74.67
San Diego,3,66.37
Memphis,3,39.32
Greensboro,4,39.97
Atlanta,3,39.21
Newark,1,73.28
Miami,3,21.57
San Antonio,1,29.11
Chicago,2,41.53
Los Angeles,4,50.67
Raleigh,5,26.07
Newark,3,70.84
Jacksonville,1,80.80
Portland,1,17.59
Mesa,3,72.90
Miami,2,
Omaha,5,79.08
Kansas City,3,56.25
Anchorage,3,68.95
Pittsburgh,2,60.89
Chicago,4,64.91
New Orleans,4,
Anchorage,3,70.71
Anchorage,1,53.99
St. Petersburg,5,26.31
Memphis,4,56.05
Anaheim,3,16.00
Tulsa,4,82.11
San Diego,4,84.35
Pittsburgh,3,35.35
Santa Ana,1,15.17
Memphis,1,30.93
Long Beach,2,
El Paso,3,
Wichita,5,11.16
Memphis,4,57.12
Santa Ana,3,18.05
San Diego,1,43.61
Jersey City,3,12.17
Atlanta,3,79.68
San Jose,2,69.48
Washington,5,
Newark,5,46.84
Santa Ana,2,55.13
Newark,5,47.65
Jersey City,1,33.14
Chicago,5,41.13
Santa Ana,5,35.34
Chula Vista,1,43.82
Oklahoma City,3,28.58
Denver,2,15.58
Durham,4,99.70
Tucson,3,
St. Louis,3,10.68
Washington,2,95.74
Charlotte,3,63.28
Tucson,5,11.69
Portland,4,75.42
Riverside,4,
Phoenix,4,66.82
Atlanta,2,58.18
New Orleans,1,45.82
Corpus Christi,1,55.62
Atlanta,2,78.82
Philadelphia,3,
Phoenix,4,
Santa Ana,2,36.91
Philadelphia,3,70.10
Louisville,2,62.07
Wichita,1,22.37
Atlanta,1,95.92
Durham,3,26.31
Colorado Springs,4,30.40
Tucson,4,51.61
Phoenix,2,78.15
Baltimore,4,87.01
Honolulu,5,82.48
Jersey City,2,57.45
Saint Paul,4,66.47
Durham,1,14.67
Honolulu,3,11.21
New York,1,
Kansas City,4,30.27
Phoenix,2,24.96
St. Petersburg,5,95.82
Stockton,5,40.71
San Diego,1,30.54
Columbus,1,10.50
Laredo,1,
Colorado Springs,1,93.69
Newark,5,66.71
Mesa,4,86.35
Tulsa,5,72.10
Chicago,5,83.67
Toledo,1,85.45
San Francisco,4,44.58
Portland,1,62.48
Houston,3,59.37
Irvine,5,74.99
Baltimore,5,10.43
Toledo,1,63.98
Phoenix,3,67.47
Tampa,4,17.65
Greensboro,4,88.97
Riverside,1,73.26
Colorado Springs,5,86.14
St. Louis,1,92.97
Boston,5,11.07
Oakland,3,26.77
Raleigh,3,64.81
Anaheim,3,85.48
Raleigh,4,29.21
Louisville,1,19.59
Indianapolis,1,82.32
Omaha,5,53.86
Colorado Springs,3,83.55
Seattle,5,25.87
Las Vegas,1,30.79
Milwaukee,5,80.63
Orlando,4,94.86
Plano,2,20.09
New Orleans,5,71.23
Dallas,4,26.40
Houston,1,61.01
Fort Wayne,2,
El Paso,2,23.47
Albuquerque,2,77.22
New Orleans,3,63.37
Fort Wayne,1,17.15
Irvine,3,48.00
Arlington,4,41.46
Jersey City,3,54.64
Washington,2,
Omaha,5,19.25
Aurora,1,90.32
Raleigh,3,11.64
Anaheim,5,43.65
Milwaukee,2,
Anchorage,4,14.60
New York,2,25.41
Tucson,5,70.26
Tucson,3,45.85
Milwaukee,5,77.04
Milwaukee,2,69.04
Santa Ana,3,74.46
Nashville,5,26.19
Irvine,3,92.53
Fort Wayne,3,50.95
Tulsa,2,25.92
Santa Ana,4,25.36
Louisville,1,47.08
San Antonio,4,71.73
St. Louis,5,72.64
Lincoln,3,19.12
Washington,3,64.18
Washington,5,57.45
Atlanta,1,
Oakland,4,28.61
Aurora,4,93.68
Minneapolis,1,
Lexington,3,10.60
Plano,1,97.25
Portland,5,55.76
Mesa,2,75.74
Indianapolis,4,95.83
Corpus Christi,4,61.83
Charlotte,4,19.28
Philadelphia,1,39.86
San Diego,2,64.84
Pittsburgh,3,42.60
Tulsa,2,61.94
Mesa,3,66.44
Henderson,3,26.88
Atlanta,3,14.39
St. Petersburg,1,41.43
Fort Wayne,3,18.59
Oklahoma City,4,64.71
Austin,3,78.02
Baltimore,5,38.47
Louisville,1,23.05
Fresno,1,76.20
Fort Wayne,5,96.41
Miami,5,22.35
San Jose,4,93.23
New Orleans,2,87.59
Jersey City,3,24.39
Louisville,2,70.32
Wichita,1,50.62
Indianapolis,3,35.36
Henderson,1,82.10
Atlanta,4,18.66
Fresno,1,59.68
Newark,1,39.65
San Jose,3,46.01
Chula Vista,5,61.66
Durham,5,39.60
Colorado Springs,3,34.92
Wichita,2,18.15
Jersey City,3,95.12
Tucson,4,36.61
Detroit,1,83.60
Corpus Christi,1,93.40
Greensboro,4,
Cincinnati,5,
Baltimore,3,46.39
Orlando,2,60.58
Atlanta,4,27.87
Fort Wayne,5,19.41
Arlington,1,71.76
Denver,1,28.32
Wichita,2,44.88
Corpus Christi,2,22.51
Colorado Springs,5,42.13
Greensboro,5,62.62
Austin,1,16.12
Jersey City,4,39.17
Virginia Beach,2,40.86
Aurora,5,13.26
Denver,1,13.29
Jacksonville,3,61.93
Henderson,4,60.55
Austin,4,98.24
Jersey City,4,
Orlando,4,94.36
Bakersfield,5,83.75
Colorado Springs,4,63.57
Fresno,1,53.79
Dallas,4,71.66
Henderson,3,91.60
Nashville,3,89.27
New Orleans,5,49.20
Oakland,4,62.05
St. Petersburg,1,20.71
Sacramento,4,57.62
Anaheim,2,34.82
Bakersfield,3,49.08
Jacksonville,4,96.32
Corpus Christi,5,
Las Vegas,1,37.86
Lincoln,4,15.07
Riverside,5,63.83
Miami,2,
Memphis,2,66.43
Raleigh,5,65.96
Fort Worth,4,91.87
Detroit,4,24.62
Las Vegas,2,49.33
Saint Paul,4,29.28
Colorado Springs,2,93.51
Las Vegas,5,83.43
Nashville,4,93.91
Fort Worth,1,98.98
Cleveland,2,49.05
Orlando,4,22.29
Lexington,4,13.56
Dallas,4,73.75
Cincinnati,3,11.78
Chula Vista,5,17.16
Baltimore,2,62.33
Charlotte,4,22.36
San Antonio,5,39.78
Kansas City,3,59.68
Anchorage,1,16.66
Saint Paul,3,59.41
Kansas City,4,61.80
Washington,1,51.07
Jacksonville,4,73.80
Louisville,4,59.92
Milwaukee,1,77.21
Corpus Christi,3,35.24
Greensboro,1,21.50
Raleigh,2,55.26
Irvine,1,86.52
Philadelphia,5,39.94
Miami,2,67.01
Mesa,2,12.58
Dallas,4,90.11
Raleigh,5,83.86
Honolulu,5,
Tulsa,1,28.24
Las Vegas,4,16.07
Indianapolis,3,86.80
Santa Ana,4,14.37
Wichita,1,72.94
Raleigh,3,98.00
Arlington,2,60.22
Tampa,1,29.18
Corpus Christi,4,59.75
Mesa,5,57.08
San Antonio,4,21.40
Denver,1,
Boston,3,17.43
Detroit,1,20.72
Cincinnati,4,11.60
Milwaukee,4,84.96
Louisville,1,84.63
Baltimore,2,26.33
St. Louis,2,80.55
Henderson,5,58.56
Albuquerque,5,12.16
Albuquerque,2,59.83
Mesa,2,
Anchorage,2,76.46
Laredo,4,51.18
Raleigh,5,63.24
Atlanta,3,43.65
St. Petersburg,2,14.18
Irvine,3,89.64
Saint Paul,4,41.67
Oakland,3,13.56
Columbus,1,47.70
Houston,3,26.29
Riverside,5,35.89
Plano,5,
Greensboro,3,71.88
Denver,3,68.13
Arlington,3,86.44
Tucson,2,43.99
Boston,1,38.99
El Paso,4,76.95
Riverside,3,91.55
Long Beach,2,78.13
Raleigh,1,18.94
Newark,4,78.30
Chicago,3,40.86
Fresno,1,49.17
Durham,4,76.23
Columbus,1,47.37
Irvine,3,14.82
Toledo,3,79.55
Oakland,1,74.17
Lincoln,3,15.44
Atlanta,3,61.15
Nashville,3,67.08
Chula Vista,5,81.73
El Paso,3,68.88
Tucson,4,35.25
Nashville,2,88.67
Stockton,2,84.61
Austin,4,62.11
Lincoln,5,64.06
Tampa,5,47.52
Cincinnati,1,66.55
Anchorage,2,37.12
Wichita,4,44.42
Albuquerque,3,35.39
San Francisco,2,19.29
Oakland,1,13.81
Lincoln,2,
Long Beach,1,21.41
Omaha,3,56.85
Corpus Christi,4,31.56
Milwaukee,4,19.82
Jersey City,2,
Raleigh,5,72.60
Omaha,4,82.24
Laredo,5,81.83
Colorado Springs,1,84.35
Laredo,5,12.32
New Orleans,1,40.32
Chicago,1,79.25
Jacksonville,3,
Houston,2,28.42
Nashville,5,
Miami,5,26.89
Lincoln,2,17.80
Sacramento,2,62.42
Colorado Springs,1,24.43
Orlando,5,85.45
Virginia Beach,4,17.31
Aurora,5,47.92
Kansas City,1,
Louisville,2,62.28
Bakersfield,3,99.41
Milwaukee,2,81.99
Toledo,4,
Albuquerque,3,96.56
Tucson,5,59.85
Virginia Beach,5,95.13
Laredo,3,66.65
Anchorage,1,50.63
Mesa,5,30.35
Wichita,4,69.49
Mesa,4,74.59
Indianapolis,5,46.99
Detroit,2,48.49
Columbus,2,58.77
Lincoln,5,95.67
Minneapolis,1,78.52
Baltimore,2,56.61
Laredo,5,36.56
Arlington,3,82.97
Arlington,3,57.99
Austin,3,34.79
Denver,5,88.50
Aurora,5,15.95
Albuquerque,3,
St. Louis,4,25.90
Milwaukee,2,56.38
Honolulu,4,
Newark,3,82.04
San Jose,5,66.78
Tucson,1,41.83
Los Angeles,3,52.67
Denver,3,45.63
Philadelphia,4,26.18
Chula Vista,4,91.09
Lexington,5,84.23
Stockton,5,86.82
Plano,2,50.19
Plano,5,13.59
Greensboro,3,56.85
Lexington,3,54.11
Los Angeles,1,79.00
Baltimore,5,86.63
Fresno,5,
Charlotte,4,36.03
Wichita,2,19.25
Tucson,4,40.90
Tampa,2,72.61
Tulsa,2,12.06
Kansas City,4,29.85
Honolulu,5,
San Francisco,5,88.52
Aurora,5,88.77
Cleveland,1,54.08
Greensboro,3,76.06
Pittsburgh,1,76.83
Santa Ana,2,99.47
Anchorage,3,40.50
Omaha,3,67.18
Tampa,1,38.93
San Jose,1,
Jacksonville,1,83.79
New York,4,90.41
Sacramento,2,55.59
Baltimore,2,65.49
Tulsa,3,64.58
New York,1,12.71
Irvine,3,95.09
Kansas City,5,38.69
Laredo,2,23.28
Toledo,5,52.17
Tampa,4,66.24
Raleigh,5,94.85
New Orleans,1,26.83
Tampa,1,
St. Petersburg,4,10.26
Corpus Christi,1,76.24
Nashville,4,19.89
Mesa,2,37.49
New Orleans,5,86.78
Los Angeles,1,36.54
Virginia Beach,5,18.65
Dallas,1,21.73
Chula Vista,4,16.54
Albuquerque,3,10.43
Fort Wayne,3,32.29
Honolulu,2,22.34
Cleveland,1,36.52
Anaheim,1,87.38
Mesa,3,81.72
Columbus,4,38.43
Jacksonville,3,44.16
Miami,4,77.44
Milwaukee,4,81.02
Washington,5,73.65
San Diego,3,40.09
Wichita,4,75.26
Riverside,1,71.69
Denver,3,78.08
Phoenix,3,86.36
Fort Wayne,2,52.05
Los Angeles,4,80.58
Portland,5,57.58
Louisville,5,19.00
Boston,1,19.88
Milwaukee,5,
New Orleans,2,44.48
Saint Paul,1,23.92
Boston,3,
Milwaukee,5,54.71
Washington,1,40.13
Wichita,1,89.53
Tucson,5,73.31
Cincinnati,4,83.60
Pittsburgh,4,24.21
Dallas,2,37.73
Aurora,1,83.31
Charlotte,4,65.71
Aurora,5,92.84
Las Vegas,3,68.24
Cincinnati,4,74.55
Henderson,5,70.13
Washington,3,46.18
Saint Paul,5,57.16
Pittsburgh,4,99.58
Saint Paul,3,17.02
Wichita,3,46.83
Memphis,4,13.99
Colorado Springs,4,49.68
Columbus,3,
Cincinnati,5,51.28
Charlotte,1,92.78
Chicago,2,
Albuquerque,3,34.05
Las Vegas,4,27.44
Anchorage,5,11.25
Seattle,4,99.17
Lincoln,2,18.46
Santa Ana,3,77.00
Oakland,4,14.38
Columbus,1,79.99
Corpus Christi,3,24.88
Philadelphia,4,74.88
Irvine,5,36.47
Columbus,5,89.61
Los Angeles,1,70.33
Washington,3,49.08
Atlanta,1,63.94
Arlington,2,23.54
Raleigh,4,79.13
Lexington,2,43.02
Greensboro,5,93.72
Columbus,3,78.74
Laredo,3,84.09
Anchorage,1,34.78
New Orleans,2,42.16
San Jose,5,58.16
Corpus Christi,4,97.79
Toledo,5,57.63
Portland,5,45.55
Atlanta,2,52.02
Toledo,4,88.12
Los Angeles,2,65.68
Raleigh,1,83.66
Honolulu,4,94.86
Oakland,5,82.55
Raleigh,5,51.82
Chula Vista,4,29.15
Omaha,2,22.24
San Jose,1,14.79
Baltimore,2,82.51
Santa Ana,4,49.13
Plano,3,49.55
Columbus,2,17.50
New York,2,83.83
Jersey City,3,49.98
Louisville,5,13.40
Jacksonville,2,28.02
Tampa,5,90.73
Oklahoma City,5,58.88
St. Petersburg,1,31.79
Virginia Beach,3,
Virginia Beach,4,44.40
Tucson,1,66.58
Newark,1,77.07
Fort Worth,4,11.00
New Orleans,3,47.96
Saint Paul,5,59.80
Phoenix,4,54.72
Stockton,1,12.71
Minneapolis,1,78.17
Cleveland,1,
Toledo,1,48.67
Phoenix,3,80.01
Fort Wayne,4,40.14
Kansas City,3,
Anchorage,2,96.81
Boston,1,11.42
Corpus Christi,3,
Detroit,3,36.07
Henderson,1,13.62
Louisville,5,16.16
Philadelphia,1,
New Orleans,3,12.42
Bakersfield,1,38.43
San Francisco,4,93.77
New Orleans,4,67.98
Toledo,3,22.30
Colorado Springs,5,79.92
Miami,5,
Anchorage,2,55.91
Charlotte,4,81.70
Newark,3,37.31
Riverside,3,72.05
Tucson,3,11.26
Chula Vista,5,10.67
Columbus,4,75.41
Greensboro,4,22.32
Phoenix,5,76.48
New Orleans,3,72.04
Tampa,4,35.33
Raleigh,1,87.62
Kansas City,1,57.37
Atlanta,5,15.04
Tampa,4,85.22
Saint Paul,1,70.90
Chicago,2,90.58
Portland,3,19.77
Seattle,5,54.90
Jacksonville,2,87.82
Aurora,5,42.37
Fresno,3,76.29
Aurora,4,60.04
Miami,4,19.63
Omaha,4,77.55
Chula Vista,2,64.44
Virginia Beach,5,43.62
Cleveland,2,87.72
Milwaukee,3,24.78
Seattle,2,46.21
Charlotte,2,77.56
Jersey City,4,26.44
Henderson,4,49.39
Fort Worth,3,65.03
Houston,5,
Honolulu,1,56.32
St. Petersburg,5,53.11
Virginia Beach,3,82.80
San Jose,5,96.84
Atlanta,1,14.79
Wichita,1,
Fort Worth,5,34.99
San Jose,3,75.33
Houston,4,98.72
Las Vegas,4,
Raleigh,4,28.82
Anchorage,3,80.59
Wichita,3,19.21
Fresno,2,97.48
San Jose,2,14.72
Tucson,5,44.31
Oakland,2,12.46
Pittsburgh,1,72.29
San Jose,2,42.14
Anaheim,1,
Oklahoma City,1,59.35
Milwaukee,4,
Indianapolis,5,64.33
Tampa,5,
St. Louis,3,31.58
Durham,3,77.17
San Jose,2,86.13
Nashville,4,69.31
Tucson,5,52.19
Kansas City,4,40.58
San Diego,5,90.30
Albuquerque,5,16.27
Tulsa,1,44.99
Orlando,4,56.78
Stockton,4,91.24
Santa Ana,4,32.50
Aurora,4,85.84
Pittsburgh,1,85.63
Fort Wayne,2,14.00
Tucson,4,13.10
Jersey City,4,64.61
Memphis,2,13.81
Fort Wayne,4,50.08
Stockton,2,73.56
Mesa,3,25.73
Oklahoma City,2,
Washington,5,79.50
Greensboro,2,81.62
Memphis,1,31.13
Cincinnati,4,26.91
Sacramento,1,10.28
Lexington,3,48.68
Denver,5,49.40
Plano,5,87.90
Bakersfield,5,97.54
San Antonio,1,43.76
San Francisco,5,98.18
Oakland,2,39.07
Aurora,4,59.36
Milwaukee,5,28.31
Aurora,1,34.74
Santa Ana,2,89.05
Cleveland,5,13.75
Los Angeles,3,22.30
Charlotte,5,43.51
Sacramento,4,84.05
Santa Ana,2,57.28
Portland,2,26.48
Saint Paul,4,
Raleigh,5,86.68
Oklahoma City,3,
Fresno,5,29.51
Houston,3,93.94
Anaheim,2,99.74
Washington,1,49.20
St. Louis,1,15.00
Dallas,4,73.53
Fort Wayne,3,92.55
Lexington,4,50.26
Lexington,5,25.95
Laredo,2,25.65
Miami,5,29.20
San Antonio,1,50.95
Cleveland,1,55.20
St. Petersburg,1,63.18
Washington,4,52.50
Virginia Beach,5,59.96
San Francisco,5,94.88
Saint Paul,2,67.63
Nashville,3,36.71
Greensboro,4,75.89
Houston,3,51.58
Washington,1,
Toledo,4,54.56
Colorado Springs,5,73.39
Anchorage,3,73.31
Tucson,2,21.72
Louisville,4,76.98
Bakersfield,4,38.64
Houston,5,89.62
Oakland,4,98.13
Louisville,4,18.93
Lincoln,2,95.35
Las Vegas,4,43.97
Phoenix,5,96.95
Riverside,3,25.00
Portland,5,46.04
Colorado Springs,2,
Mesa,2,91.00
Irvine,1,17.32
Fort Wayne,1,87.18
New Orleans,3,57.56
Jersey City,3,64.88
Durham,2,75.56
Saint Paul,2,91.50
Corpus Christi,4,47.07
St. Louis,3,33.84
Washington,5,13.96
Newark,1,
Lincoln,4,66.63
Mesa,5,64.85
Jacksonville,1,
Nashville,5,90.62
San Francisco,1,
St. Louis,1,
Irvine,3,40.78
Riverside,5,37.61
Honolulu,3,66.45
Santa Ana,2,
Nashville,4,14.00
Oklahoma City,5,63.31
San Diego,5,61.18
Fresno,3,27.82
New Orleans,5,58.51
Detroit,1,33.60
San Antonio,2,84.73
Tucson,2,10.13
Santa Ana,4,37.27
Seattle,2,53.28
Arlington,2,24.81
Fort Wayne,4,34.99
Minneapolis,1,57.78
Orlando,5,45.04
Fort Wayne,3,87.87
St. Louis,1,61.99
Boston,5,
Newark,3,73.90
Jacksonville,1,32.10
Anchorage,1,30.29
Memphis,3,85.89
Tulsa,3,49.41
Phoenix,4,64.30
St. Petersburg,3,86.15
San Diego,1,94.00
Austin,2,23.43
St. Petersburg,3,38.60
Raleigh,5,50.68
El Paso,1,92.26
Oakland,2,19.64
Tucson,3,36.92
Boston,2,14.29
Arlington,4,66.83
Chicago,5,77.03
Columbus,2,25.04
San Francisco,1,13.95
Tucson,4,60.39
Omaha,3,88.91
Portland,5,69.63
Minneapolis,4,20.92
Washington,4,61.11
Newark,3,40.87
Plano,3,89.88
Greensboro,5,25.46
